"Prefix","CH","X10","X.","High","Artist"
"1992",5,"-",1,17,"Mariah Carey"
"1992",5,"-",1,17,"Tears For Fears"
"1992",5,"-",1,17,"DNA ft Sharon Redd"
"1992",5,"-",1,17,"Barbra Streisand"
"1992",4,"-",1,17,"Simply Red"
"1992",3,"-",1,17,"Marillion"
"1992",3,"-",1,17,"Suede"
"1992",3,"-",1,17,"Morrissey"
"1992",2,"-",1,17,"W.A.S.P."
"1992",2,"-",1,17,"Pop Will Eat Itself"
"1992",2,"-",1,17,"Pop Will Eat Itself"
"1992",1,"-",1,17,"The Wedding Present"
"1992",1,"-",1,17,"The Wedding Present"
"1992",6,"-",2,18,"Stereo MC's"
"1992",4,"-",2,18,"Senseless Things"
"1992",4,"-",2,18,"EMF"
"1992",6,"-",1,18,"Don-E"
"1992",5,"-",1,18,"Wilson Phillips"
"1992",5,"-",1,18,"The Farm"
"1992",5,"-",1,18,"U96"
"1992",8,"-",1,18,"REM"
"1992",5,"-",1,18,"Sunscreem"
"1992",5,"-",1,18,"Paul Weller"
"1992",4,"-",1,18,"Sinéad O'Connor"
"1992",4,"-",1,18,"Queensrÿche"
"1992",6,"-",2,19,"Paula Abdul"
"1992",9,"-",1,19,"Julia Fordham"
"1992",8,"-",1,19,"Cicero"
"1992",6,"-",1,19,"Bobby Brown"
"1992",6,"-",1,19,"Incognito"
"1992",6,"-",1,19,"The Brand New Heavies"
"1992",6,"-",1,19,"Texas"
"1992",5,"-",1,19,"Messiah ft Precious Wilson"
"1992",5,"-",1,19,"Wet Wet Wet"
"1992",5,"-",1,19,"Prince & The New Power Generation"
"1992",4,"-",1,19,"The Senseless Things"
"1992",4,"-",1,19,"The Charlatans"
"1992",3,"-",1,19,"Morrissey"
"1992",3,"-",1,19,"Ned's Atomic Dustbin"
"1992",4,"-",1,19,"Brian May"
"1992",1,"-",1,19,"The Wedding Present"
"1992",7,"-",2,20,"Daniel O'Donnell"
"1992",7,"-",2,20,"Kylie Minogue"
"1992",8,"-",1,20,"Lisa Stansfield"
"1992",8,"-",1,20,"Dina Carroll"
"1992",7,"-",1,20,"Michael Ball"
"1992",7,"-",1,20,"Mariah Carey"
"1992",7,"-",1,20,"Genesis"
"1992",5,"-",1,20,"Messiah"
"1992",5,"-",1,20,"INXS"
"1992",5,"-",1,20,"K-Klass"
"1992",5,"-",1,20,"Flowered Up"
"1992",4,"-",1,20,"Manic Street Preachers"
"1992",4,"-",1,20,"The Pasadenas"
"1992",1,"-",1,20,"The Wedding Present"
"1992",7,"-",1,21,"L7"
"1992",6,"-",1,21,"The B-52's"
"1992",6,"-",1,21,"Swing Out Sister"
"1992",4,"-",1,21,"Elton John"
"1992",4,"-",1,21,"Roxette"
"1992",4,"-",1,21,"Siouxsie & The Banshees"
"1992",4,"-",1,21,"INXS"
"1992",4,"-",1,21,"Status Quo"
"1992",4,"-",1,21,"Iron Maiden"
"1992",3,"-",1,21,"Public Enemy"
"1992",3,"-",1,21,"Saint Etienne"
"1992",3,"-",1,21,"Saint Etienne"
"1992",3,"-",1,21,"Carter The Unstoppable Sex Machine"
"1992",6,"-",2,22,"Future Sound Of London"
"1992",6,"-",2,22,"The Beautiful South"
"1992",6,"-",1,22,"Patty Smyth with Don Henley"
"1992",5,"-",1,22,"Thunder"
"1992",5,"-",1,22,"Thomas Dolby"
"1992",5,"-",1,22,"Bryan Adams"
"1992",4,"-",1,22,"Skid Row"
"1992",4,"-",1,22,"Skid Row"
"1992",4,"-",1,22,"Boy George"
"1992",4,"-",1,22,"Inner City"
"1992",4,"-",1,22,"Tina Turner"
"1992",3,"-",1,22,"The Pasadenas"
"1992",3,"-",1,22,"Little Angels"
"1992",3,"-",1,22,"Carter The Unstoppable Sex Machine"
"1992",3,"-",1,22,"Curve"
"1992",3,"-",1,22,"Erasure"
"1992",2,"-",1,22,"Extreme"
"1992",1,"-",1,22,"The Wedding Present"
"1992",6,"-",2,23,"Salt-N-Pepa"
"1992",7,"-",1,23,"Shabba Ranks"
"1992",6,"-",1,23,"Boyz II Men"
"1992",5,"-",1,23,"Dream Frequency ft Debbie Sharp"
"1992",6,"-",1,23,"Sunscreem"
"1992",5,"-",1,23,"Annie Lennox"
"1992",5,"-",1,23,"Urban Shakedown"
"1992",5,"-",1,23,"Prefab Sprout"
"1992",4,"-",1,23,"Alison Jordan"
"1992",4,"-",1,23,"Neneh Cherry"
"1992",3,"-",1,23,"EMF"
"1992",3,"-",1,23,"The Jesus & Mary Chain"
"1992",1,"-",1,23,"The Wedding Present"
"1992",7,"-",1,24,"Wreckx-N-Effect"
"1992",6,"-",1,24,"Cathy Dennis"
"1992",5,"-",1,24,"Bananarama"
"1992",4,"-",1,24,"Brand New Heavies"
"1992",4,"-",1,24,"Gun"
"1992",4,"-",1,24,"Billy Ray Cyrus"
"1992",4,"-",1,24,"Inner City"
"1992",4,"-",1,24,"Gloria Estefan"
"1992",5,"-",1,24,"Gary Moore"
"1992",4,"-",1,24,"Crowded House"
"1992",4,"-",1,24,"Brand New Heavies"
"1992",4,"-",1,24,"Peter Gabriel"
"1992",3,"-",1,24,"Black Crowes"
"1992",3,"-",1,24,"Orbital"
"1992",3,"-",1,24,"Pop Will Eat Itself"
"1992",3,"-",1,24,"Cud"
"1992",5,"-",2,25,"Loose Ends"
"1992",8,"-",1,25,"Cathy Dennis"
"1992",5,"-",1,25,"Joe Cocker"
"1992",5,"-",1,25,"Cappella ft Loleatta Holloway"
"1992",4,"-",1,25,"Del Amitri"
"1992",4,"-",1,25,"Metallica"
"1992",4,"-",1,25,"Isotonik"
"1992",4,"-",1,25,"Tori Amos"
"1992",3,"-",1,25,"Bjorn Again"
"1992",3,"-",1,25,"Bjorn Again"
"1992",3,"-",1,25,"Isotonik"
"1992",3,"-",1,25,"The Smiths"
"1992",1,"-",1,25,"The Wedding Present"
"1992",5,"-",2,26,"DJ Seduction"
"1992",5,"-",2,26,"DJ Seduction"
"1992",6,"-",1,26,"SL2"
"1992",6,"-",1,26,"SL2"
"1992",6,"-",1,26,"East Side Beat"
"1992",6,"-",1,26,"Tia Carrere"
"1992",5,"-",1,26,"Daisy Chainsaw"
"1992",5,"-",1,26,"Crowded House"
"1992",4,"-",1,26,"Jason Donovan"
"1992",4,"-",1,26,"Mr Big"
"1992",4,"-",1,26,"Tori Amos"
"1992",6,"-",1,26,"Jason Donovan"
"1992",4,"-",1,26,"Red Hot Chili Peppers"
"1992",4,"-",1,26,"Marillion"
"1992",4,"-",1,26,"Annie Lennox"
"1992",3,"-",1,26,"Innocence"
"1992",3,"-",1,26,"Sade"
"1992",3,"-",1,26,"Various Artists"
"1992",2,"-",1,26,"Kiss"
"1992",2,"-",1,26,"The Wedding Present"
"1992",4,"-",1,27,"Rotterdam Termination Source"
"1992",4,"-",1,27,"Billy Joel"
"1992",4,"-",1,27,"Massive Attack"
"1992",6,"-",1,27,"Prince & The New Power Generation"
"1992",6,"-",1,27,"Phillip Schofield"
"1992",4,"-",1,27,"The Stone Roses"
"1992",4,"-",1,27,"Madness"
"1992",3,"-",1,27,"Diana Ross"
"1992",3,"-",1,27,"L7"
"1992",3,"-",1,27,"Pearl Jam"
"1992",3,"-",1,27,"Electroset"
"1992",3,"-",1,27,"Alice Cooper"
"1992",3,"-",1,27,"Cud"
"1992",2,"-",1,27,"The Sundays"
"1992",7,"-",1,28,"Nirvana"
"1992",6,"-",1,28,"Joe Cocker"
"1992",6,"-",1,28,"The Lightning Seeds"
"1992",5,"-",1,28,"Europe"
"1992",4,"-",1,28,"Sinitta"
"1992",4,"-",1,28,"Sounds Of Blackness"
"1992",4,"-",1,28,"Ugly Kid Joe"
"1992",4,"-",1,28,"Roxette"
"1992",8,"-",1,28,"East 17"
"1992",5,"-",1,28,"Belinda Carlisle"
"1992",4,"-",1,28,"Sonic Youth"
"1992",4,"-",1,28,"Lisa Stansfield"
"1992",4,"-",1,28,"Chippendales"
"1992",4,"-",1,28,"Michael Bolton ft Kenny G"
"1992",3,"-",1,28,"Liberation"
"1992",3,"-",1,28,"Inspiral Carpets"
"1992",3,"-",1,28,"Faith No More"
"1992",3,"-",1,28,"Prince & The New Power Generation"
"1992",2,"-",1,28,"The Cure"
"1992",5,"-",2,29,"Right Said Fred"
"1992",5,"-",2,29,"Right Said Fred"
"1992",4,"-",2,29,"Benny Hill"
"1992",6,"-",1,29,"Craig McLachlan"
"1992",5,"-",1,29,"M People"
"1992",5,"-",1,29,"Faith No More"
"1992",4,"-",1,29,"Gat Decor"
"1992",6,"-",1,29,"Richard Marx"
"1992",4,"-",1,29,"PM Dawn"
"1992",4,"-",1,29,"Tina Turner"
"1992",4,"-",1,29,"Enya"
"1992",3,"-",1,29,"EMF"
"1992",3,"-",1,29,"Manic Street Preachers"
"1992",5,"-",1,30,"Sting with Eric Clapton"
"1992",6,"-",1,30,"The Blessing"
"1992",5,"-",1,30,"PM Dawn"
"1992",5,"-",1,30,"Shawn Christopher"
"1992",5,"-",1,30,"Hyper Go Go"
"1992",4,"-",1,30,"Jon Secada"
"1992",3,"-",1,30,"KWS ft The Trammps"
"1992",4,"-",1,30,"Chris De Burgh"
"1992",4,"-",1,30,"Del Amitri"
"1992",3,"-",1,30,"The Beautiful South"
"1992",3,"-",1,30,"Bryan Adams"
"1992",3,"-",1,30,"Kingmaker"
"1992",3,"-",1,30,"Kym Sims"
"1992",3,"-",1,30,"Dannii Minogue"
"1992",3,"-",1,30,"Soundgarden"
"1992",3,"-",1,30,"Sonia"
"1992",2,"-",1,30,"The Mission"
"1992",2,"-",1,30,"Therapy?"
"1992",2,"-",1,30,"Cliff Richard"
"1992",5,"-",1,31,"Degrees Of Motion ft Biti"
"1992",5,"-",1,31,"Kris Kross"
"1992",5,"-",1,31,"Army Of Lovers"
"1992",5,"-",1,31,"The Lightning Seeds"
"1992",4,"-",1,31,"Cher"
"1992",4,"-",1,31,"Soul II Soul"
"1992",4,"-",1,31,"Elton John & Eric Clapton"
"1992",3,"-",1,31,"Digital Orgasm"
"1992",3,"-",1,31,"INXS"
"1992",3,"-",1,31,"Gary Clail On-U Sound System"
"1992",3,"-",1,31,"Happy Mondays"
"1992",3,"-",1,31,"Chris Rea"
"1992",2,"-",1,31,"Teenage Fanclub"
"1992",2,"-",1,31,"Curve"
"1992",5,"-",1,32,"Freddie Jackson"
"1992",4,"-",1,32,"House Of Pain"
"1992",4,"-",1,32,"Skin Up"
"1992",5,"-",1,32,"Junior Giscombe"
"1992",4,"-",1,32,"Vegas"
"1992",4,"-",1,32,"Bruce Springsteen"
"1992",4,"-",1,32,"Zero B"
"1992",4,"-",1,32,"Londonbeat"
"1992",4,"-",1,32,"Ronny Jordan"
"1992",4,"-",1,32,"Shakespear's Sister"
"1992",3,"-",1,32,"K-Klass"
"1992",4,"-",1,32,"Texas"
"1992",2,"-",1,32,"Blur"
"1992",2,"-",1,32,"Inspiral Carpets"
"1992",6,"-",1,33,"HWA ft Sonic The Hedgehog"
"1992",6,"-",1,33,"Lionel Richie"
"1992",5,"-",1,33,"The Christians"
"1992",5,"-",1,33,"Mike Oldfield"
"1992",4,"-",1,33,"Cher"
"1992",4,"-",1,33,"Prefab Sprout"
"1992",5,"-",1,33,"Club 69"
"1992",5,"-",1,33,"Simply Red"
"1992",5,"-",1,33,"Marc Almond"
"1992",3,"-",1,33,"Maxi Priest"
"1992",3,"-",1,33,"Maxi Priest ft Apache Indian"
"1992",3,"-",1,33,"Sex Pistols"
"1992",3,"-",1,33,"Billy Bragg"
"1992",5,"-",1,33,"XTC"
"1992",3,"-",1,33,"L7"
"1992",2,"-",1,33,"Black Sabbath"
"1992",2,"-",1,33,"The Stone Roses"
"1992",4,"-",2,34,"Adeva"
"1992",4,"-",2,34,"Definition Of Sound"
"1992",3,"-",2,34,"C&C Music Factory"
"1992",4,"-",1,34,"Monie Love"
"1992",4,"-",1,34,"Cathy Dennis"
"1992",4,"-",1,34,"Martyn Joseph"
"1992",3,"-",1,34,"Pasadenas"
"1992",3,"-",1,34,"Love Decade"
"1992",3,"-",1,34,"R.A.F."
"1992",3,"-",1,34,"Tom Petty & The Heartbreakers"
"1992",4,"-",1,34,"Curtis Stigers"
"1992",3,"-",1,34,"Bruce Springsteen"
"1992",3,"-",1,34,"The Mission"
"1992",3,"-",1,34,"Kim Wilde"
"1992",3,"-",2,35,"Naughty By Nature"
"1992",5,"-",1,35,"Jah Wobble's Invaders Of The Heart"
"1992",4,"-",1,35,"M People"
"1992",3,"-",1,35,"Mass Order"
"1992",3,"-",1,35,"DJ Carl Cox"
"1992",4,"-",1,35,"Morrissey"
"1992",4,"-",1,35,"Belinda Carlisle"
"1992",3,"-",1,35,"Joey Negro"
"1992",3,"-",1,35,"Roger Waters"
"1992",2,"-",1,35,"Spinal Tap"
"1992",2,"-",1,35,"Crystal Waters"
"1992",2,"-",1,35,"Sabrina Johnston"
"1992",2,"-",1,35,"Catherine Wheel"
"1992",2,"-",1,35,"Lush"
"1992",2,"-",1,35,"Mega City Four"
"1992",6,"-",2,36,"Ned's Atomic Dustbin"
"1992",5,"-",1,36,"Pogues ft Kirsty MacColl"
"1992",4,"-",1,36,"Thomas Dolby"
"1992",3,"-",1,36,"Marathon"
"1992",3,"-",1,36,"Roy Orbison"
"1992",5,"-",1,36,"Catherine Zeta Jones"
"1992",4,"-",1,36,"Thunder"
"1992",4,"-",1,36,"River City People"
"1992",3,"-",1,36,"Son'z Of A Loop-De-Loop Era"
"1992",3,"-",1,36,"Wilson Phillips"
"1992",2,"-",1,36,"Neil Diamond"
"1992",2,"-",1,36,"Inspiral Carpets"
"1992",2,"-",1,36,"Ride"
"1992",2,"-",1,36,"Mega City Four"
"1992",3,"-",2,37,"Shaky ft Roger Taylor"
"1992",6,"-",1,37,"Voice Of The Beehive"
"1992",3,"-",1,37,"DJ Seduction"
"1992",2,"-",1,37,"Motley Crüe"
"1992",2,"-",1,37,"Orbital"
"1992",2,"-",1,37,"James"
"1992",2,"-",1,37,"Digital Excitation"
"1992",2,"-",1,37,"Thousand Yard Stare"
"1992",3,"-",2,38,"Status Quo"
"1992",3,"-",1,38,"M People ft Heather Small"
"1992",3,"-",1,38,"GSP"
"1992",3,"-",1,38,"Love / Hate"
"1992",4,"-",1,38,"Cover Girls"
"1992",3,"-",1,38,"Acen"
"1992",2,"-",1,38,"Soul II Soul"
"1992",2,"-",1,38,"The Real People"
"1992",2,"-",1,38,"Fish"
"1992",2,"-",1,38,"Bassheads"
"1992",2,"-",1,38,"All About Eve"
"1992",5,"-",2,39,"Buffy Sainte-Marie"
"1992",3,"-",2,39,"Salt-N-Pepa"
"1992",3,"-",1,39,"Dream Frequency"
"1992",3,"-",1,39,"Crystal Waters"
"1992",5,"-",1,39,"Uncanny Alliance"
"1992",4,"-",1,39,"Convert"
"1992",2,"-",1,39,"Capercaillie"
"1992",2,"-",1,39,"Praga Khan"
"1992",2,"-",1,39,"Seal"
"1992",5,"-",1,40,"The Brand New Heavies"
"1992",5,"-",1,40,"Dannii Minogue"
"1992",4,"-",1,40,"Bump"
"1992",4,"-",1,40,"Gary Moore"
"1992",3,"-",1,40,"Madness"
"1992",3,"-",1,40,"Humanoid"
"1992",2,"-",1,40,"TC 1992"
"1992",2,"-",1,40,"Innocence"
"1992",2,"-",1,40,"Saint Etienne"
"1992",1,"-",1,40,"The Fall"
"1992",3,"-",2,41,"Martika"
"1992",4,"-",1,41,"Dinah Washington"
"1992",4,"-",1,41,"John O'Kane"
"1992",4,"-",1,41,"Bobby Brown"
"1992",4,"-",1,41,"Rod Stewart"
"1992",4,"-",1,41,"Rod Stewart"
"1992",3,"-",1,41,"The Real People"
"1992",3,"-",1,41,"Double You?"
"1992",3,"-",1,41,"The Quireboys"
"1992",3,"-",1,41,"Red Hot Chili Peppers"
"1992",3,"-",1,41,"Urban Soul"
"1992",2,"-",1,41,"W.A.S.P."
"1992",2,"-",1,41,"The Jesus & Mary Chain"
"1992",2,"-",1,41,"Galliano"
"1992",1,"-",1,41,"Altern 8"
"1992",1,"-",1,41,"Don-E"
"1992",1,"-",1,41,"Soundgarden"
"1992",3,"-",2,42,"ABC"
"1992",4,"-",1,42,"Family Foundation"
"1992",4,"-",1,42,"Europe"
"1992",4,"-",1,42,"Malcolm McLaren ft Alison Limerick"
"1992",4,"-",1,42,"Tony Hadley"
"1992",4,"-",1,42,"Bob Marley & The Wailers"
"1992",2,"-",1,42,"Julian Cope"
"1992",2,"-",1,42,"Elvis Presley"
"1992",2,"-",1,42,"Dire Straits"
"1992",2,"-",1,42,"The Black Crowes"
"1992",2,"-",1,42,"Danger Danger"
"1992",2,"-",1,42,"Ce Ce Peniston"
"1992",5,"-",1,43,"Altern 8"
"1992",4,"-",1,43,"Joe Public"
"1992",4,"-",1,43,"Vegas"
"1992",3,"-",1,43,"Robert Palmer"
"1992",3,"-",1,43,"The Beatmasters ft Elaine Vassell"
"1992",3,"-",1,43,"Degrees Of Motion ft Biti with Kit West"
"1992",3,"-",1,43,"Powerpill"
"1992",3,"-",1,43,"Manix"
"1992",3,"-",1,43,"Des'ree"
"1992",2,"-",1,43,"S'Express"
"1992",2,"-",1,43,"Shut Up & Dance"
"1992",2,"-",1,43,"Shut Up & Dance"
"1992",2,"-",1,43,"Aly-Us"
"1992",2,"-",1,43,"Gun"
"1992",3,"-",2,44,"Betty Boo"
"1992",3,"-",2,44,"Madness"
"1992",7,"-",1,44,"Zucchero ft Randy Crawford"
"1992",6,"-",1,44,"The Disposable Heroes Of Hiphoprisy"
"1992",4,"-",1,44,"Dr Hook"
"1992",4,"-",1,44,"Dannii Minogue"
"1992",3,"-",1,44,"Des'ree"
"1992",3,"-",1,44,"En Vogue"
"1992",3,"-",1,44,"Ce Ce Peniston"
"1992",3,"-",1,44,"Rofo"
"1992",3,"-",1,44,"Julian Cope"
"1992",2,"-",1,44,"The Charlatans"
"1992",2,"-",1,44,"Ugly Kid Joe"
"1992",2,"-",1,44,"Cud"
"1992",1,"-",1,44,"Dinosaur Jr"
"1992",1,"-",1,44,"The Cure"
"1992",4,"-",2,45,"Maria McKee"
"1992",3,"-",2,45,"House Of Love"
"1992",6,"-",1,45,"Frankie Miller"
"1992",5,"-",1,45,"Art Of Noise"
"1992",4,"-",1,45,"Tom Browne"
"1992",4,"-",1,45,"Secret Life"
"1992",3,"-",1,45,"Adeva"
"1992",3,"-",1,45,"Julia Fordham"
"1992",3,"-",1,45,"Eric Clapton"
"1992",3,"-",1,45,"Deee-Lite"
"1992",2,"-",1,45,"Djaimin"
"1992",2,"-",1,45,"Mass Order"
"1992",2,"-",1,45,"Rhythm Quest"
"1992",2,"-",1,45,"Dr Alban"
"1992",2,"-",1,45,"Skin Up"
"1992",2,"-",1,45,"Izzy Stradlin"
"1992",2,"-",1,45,"Various Artists"
"1992",2,"-",1,45,"Anticappella"
"1992",1,"-",1,45,"Cud"
"1992",7,"-",2,46,"Arrested Development"
"1992",4,"-",1,46,"Network"
"1992",3,"-",1,46,"Bruce Springsteen"
"1992",3,"-",1,46,"House Of Love"
"1992",3,"-",1,46,"Cicero"
"1992",3,"-",1,46,"A House"
"1992",3,"-",1,46,"The Frank & Walters"
"1992",2,"-",1,46,"The Beautiful South"
"1992",2,"-",1,46,"D-Influence"
"1992",2,"-",1,46,"Stranglers"
"1992",2,"-",1,46,"Celine Dion"
"1992",2,"-",1,46,"Steve Harley & Cockney Rebel"
"1992",2,"-",1,46,"DJ Power"
"1992",2,"-",1,46,"49ers"
"1992",2,"-",1,46,"Danger Danger"
"1992",2,"-",1,46,"Sabrina Johnston"
"1992",2,"-",1,46,"Suzanne Vega"
"1992",2,"-",1,46,"James"
"1992",1,"-",1,46,"Throwing Muses"
"1992",3,"-",2,47,"Jethro Tull"
"1992",5,"-",1,47,"Terrorize"
"1992",4,"-",1,47,"Ian McCulloch"
"1992",4,"-",1,47,"Dr Hook & The Medicine Show"
"1992",4,"-",1,47,"Vivienne McKone"
"1992",3,"-",1,47,"Galliano"
"1992",3,"-",1,47,"Take That"
"1992",3,"-",1,47,"Natural Life"
"1992",3,"-",1,47,"Black Crowes"
"1992",3,"-",1,47,"Nick Berry"
"1992",2,"-",1,47,"Curiosity"
"1992",2,"-",1,47,"Omar"
"1992",2,"-",1,47,"The Beastie Boys"
"1992",2,"-",1,47,"Kingmaker"
"1992",2,"-",1,47,"Paul Weller"
"1992",4,"-",1,48,"Rebel MC introducing Little T"
"1992",3,"-",1,48,"Diesel Park West"
"1992",3,"-",1,48,"The Farm"
"1992",3,"-",1,48,"Young Disciples"
"1992",3,"-",1,48,"Chic"
"1992",3,"-",1,48,"2 Bad Mice"
"1992",2,"-",1,48,"Blame"
"1992",2,"-",1,48,"Frankie Knuckles ft Lisa Michaelis"
"1992",2,"-",1,48,"Gun"
"1992",3,"-",1,49,"John Paul Young"
"1992",3,"-",1,49,"Chaka Khan"
"1992",3,"-",1,49,"Kim Wilde"
"1992",3,"-",1,49,"Gary Glitter"
"1992",3,"-",1,49,"Jeff Beck & Rod Stewart"
"1992",3,"-",1,49,"ZZ Top"
"1992",2,"-",1,49,"DJ Professor"
"1992",2,"-",1,49,"Public Image Limited"
"1992",2,"-",1,49,"The Mission"
"1992",2,"-",1,49,"Swing Out Sister"
"1992",2,"-",1,49,"The Pasadenas"
"1992",2,"-",1,49,"Project One"
"1992",2,"-",1,49,"Suede"
"1992",2,"-",1,49,"Suede"
"1992",2,"-",1,49,"The Frank & Walters"
"1992",2,"-",1,49,"Sounds Of Blackness"
"1992",1,"-",1,49,"Ministry"
"1992",1,"-",1,49,"Rush"
"1992",1,"-",1,49,"Jam & Spoon"
"1992",1,"-",1,49,"Wag Ya Tail"
"1992",3,"-",1,50,"Mr Fingers"
"1992",3,"-",1,50,"Robert Palmer"
"1992",3,"-",1,50,"Grid"
"1992",3,"-",1,50,"Jody Watley"
"1992",3,"-",1,50,"Talking Heads"
"1992",3,"-",1,50,"L7"
"1992",2,"-",1,50,"Asia Blue"
"1992",2,"-",1,50,"Airhead"
"1992",2,"-",1,50,"Maxi Priest"
"1992",2,"-",1,50,"Ultracynic"
"1992",2,"-",1,50,"Blue Pearl"
"1992",2,"-",1,50,"Rozalla"
"1992",1,"-",1,50,"Soundgarden"
"1992",2,"-",1,51,"Tori Amos"
"1992",2,"-",1,51,"The Pale"
"1992",2,"-",1,51,"Fish"
"1992",2,"-",1,51,"Adeva"
"1992",2,"-",1,51,"Michael Ball"
"1992",2,"-",1,51,"Temple Of The Dog"
"1992",2,"-",1,51,"Nightwriters"
"1992",1,"-",1,51,"Finitribe"
"1992",1,"-",1,51,"Cult"
"1992",1,"-",1,51,"Prince & The New Power Generation"
"1992",2,"-",2,52,"Suzanne Vega"
"1992",4,"-",1,52,"KD Lang"
"1992",4,"-",1,52,"Lionel Richie"
"1992",3,"-",1,52,"Aztec Camera"
"1992",3,"-",1,52,"Howard Jones"
"1992",3,"-",1,52,"Jamiroquai"
"1992",2,"-",1,52,"One Tribe ft Gem"
"1992",2,"-",1,52,"Senseless Things"
"1992",2,"-",1,52,"Sonic Youth"
"1992",2,"-",1,52,"Incognito"
"1992",2,"-",1,52,"The Reese Project"
"1992",1,"-",1,52,"Nitzer Ebb"
"1992",1,"-",1,52,"Opus III"
"1992",4,"-",1,53,"Curtis Stigers"
"1992",4,"-",1,53,"Sinéad O'Connor"
"1992",3,"-",1,53,"Alvin & The Chipmunks with Billy Ray Cyrus"
"1992",3,"-",1,53,"Luther Vandross"
"1992",3,"-",1,53,"The Soup Dragons"
"1992",3,"-",1,53,"Sophie B Hawkins"
"1992",3,"-",1,53,"Bob Marley & The Wailers"
"1992",2,"-",1,53,"Thompson Twins"
"1992",2,"-",1,53,"Alexander O'Neal"
"1992",2,"-",1,53,"Omar"
"1992",2,"-",1,53,"Martine Girault"
"1992",2,"-",1,53,"Diana Brown & Barrie K Sharpe"
"1992",2,"-",1,53,"Teddy Riley ft Tammy Lucas"
"1992",2,"-",1,53,"Art Of Noise"
"1992",1,"-",1,53,"The Beatles"
"1992",1,"-",1,53,"David Bowie"
"1992",4,"-",1,54,"Marky Mark & The Funky Bunch"
"1992",3,"-",1,54,"Leeds United AFC"
"1992",2,"-",1,54,"Rollins Band"
"1992",1,"-",1,54,"Nebula II"
"1992",1,"-",1,54,"Shanice"
"1992",4,"-",2,55,"Bjorn Again"
"1992",3,"-",1,55,"TLC"
"1992",2,"-",1,55,"Public Enemy"
"1992",2,"-",1,55,"A House"
"1992",2,"-",1,55,"The Christians"
"1992",2,"-",1,55,"Hi-Five"
"1992",2,"-",1,55,"Chaos"
"1992",2,"-",1,55,"M-D-Emm"
"1992",2,"-",1,55,"Nebula II"
"1992",2,"-",1,55,"Nebula II"
"1992",2,"-",1,55,"Aphex Twin"
"1992",2,"-",1,55,"Nu Colours"
"1992",1,"-",1,55,"Faith No More"
"1992",1,"-",1,55,"Beastie Boys"
"1992",1,"-",1,55,"Spiritualized"
"1992",1,"-",1,55,"Level 42"
"1992",1,"-",1,55,"Yello"
"1992",1,"-",1,55,"Yello"
"1992",3,"-",2,56,"Julian Lennon"
"1992",4,"-",1,56,"Mike & The Mechanics"
"1992",3,"-",1,56,"Geoffrey Williams"
"1992",2,"-",1,56,"Sir Mix-A-Lot"
"1992",2,"-",1,56,"Pogues"
"1992",2,"-",1,56,"Sade"
"1992",2,"-",1,56,"Aaron Hall"
"1992",2,"-",1,56,"Katherine E"
"1992",2,"-",1,56,"Rhythm-N-Bass"
"1992",2,"-",1,56,"Joan Armatrading"
"1992",2,"-",1,56,"Sex Pistols"
"1992",1,"-",1,56,"Nitzer Ebb"
"1992",1,"-",1,56,"W.A.S.P."
"1992",3,"-",1,57,"Diesel Park West"
"1992",2,"-",1,57,"The Only Ones"
"1992",2,"-",1,57,"R Kelly & Public Announcement"
"1992",2,"-",1,57,"Alison Limerick"
"1992",2,"-",1,57,"The Movement"
"1992",1,"-",1,57,"Abbacadabra"
"1992",1,"-",1,57,"Buffy Sainte-Marie"
"1992",1,"-",1,57,"Kris Kross"
"1992",1,"-",1,57,"Manix"
"1992",1,"-",1,57,"All About Eve"
"1992",1,"-",1,57,"Was (Not Was)"
"1992",1,"-",1,57,"Tears For Fears ft Oleta Adams"
"1992",2,"-",2,58,"Diesel Park West"
"1992",2,"-",2,58,"Was (Not Was)"
"1992",4,"-",1,58,"The Farm"
"1992",3,"-",1,58,"10,000 Maniacs"
"1992",3,"-",1,58,"Ratpack"
"1992",3,"-",1,58,"Sylvian / Sakamoto ft Ingrid Chavez"
"1992",3,"-",1,58,"Carol Kidd ft Terry Waite"
"1992",2,"-",1,58,"The Tyrrel Corporation"
"1992",2,"-",1,58,"Overweight Pooch & Ce Ce Peniston"
"1992",2,"-",1,58,"Gary Glitter"
"1992",2,"-",1,58,"Perception"
"1992",2,"-",1,58,"The K-Creative"
"1992",2,"-",1,58,"Jimmy Nail"
"1992",1,"-",1,58,"The Shamen"
"1992",1,"-",1,58,"E-Lustrious & Deborah French"
"1992",1,"-",1,58,"Run Tings"
"1992",1,"-",1,58,"Color Me Badd"
"1992",1,"-",1,58,"Weird Al Yankovic"
"1992",1,"-",1,58,"Thousand Yard Stare"
"1992",1,"-",1,58,"Nu-Matic"
"1992",1,"-",1,58,"Pavement"
"1992",1,"-",1,58,"Prong"
"1992",3,"-",1,59,"Gary Moore & BB King"
"1992",2,"-",1,59,"TLC"
"1992",2,"-",1,59,"Urban Shakedown & Mickey Finn"
"1992",2,"-",1,59,"4 Hero"
"1992",2,"-",1,59,"J T Taylor"
"1992",2,"-",1,59,"Inner City"
"1992",2,"-",1,59,"Jimi Polo"
"1992",2,"-",1,59,"GTO"
"1992",2,"-",1,59,"Linda Martin"
"1992",2,"-",1,59,"Craig McLachlan"
"1992",2,"-",1,59,"Liquid"
